xsite,xfileyear,xfilemonth,N
CONNECTICUT,2017,1,1762
CONNECTICUT,2017,2,1568
CONNECTICUT,2017,3,1651
CONNECTICUT,2017,4,1277
CONNECTICUT,2017,5,1743
CONNECTICUT,2017,6,1770
CONNECTICUT,2017,7,1820
CONNECTICUT,2017,8,2002
CONNECTICUT,2017,9,1706
CONNECTICUT,2017,10,1874
CONNECTICUT,2017,11,1627
CONNECTICUT,2017,12,1585
CONNECTICUT,2018,1,1686
CONNECTICUT,2018,2,1666
CONNECTICUT,2018,3,1345
CONNECTICUT,2018,4,1426
CONNECTICUT,2018,5,1447
CONNECTICUT,2018,6,1756
CONNECTICUT,2018,7,1824
CONNECTICUT,2018,8,1876
CONNECTICUT,2018,9,1696
CONNECTICUT,2018,10,1992
CONNECTICUT,2018,11,1534
CONNECTICUT,2018,12,1470
CONNECTICUT,2019,1,1715
CONNECTICUT,2019,2,1404
CONNECTICUT,2019,3,1410
CONNECTICUT,2019,4,1275
CONNECTICUT,2019,5,1585
CONNECTICUT,2019,6,1525
CONNECTICUT,2019,7,1848
CONNECTICUT,2019,8,1813
CONNECTICUT,2019,9,1735
CONNECTICUT,2019,10,1708
CONNECTICUT,2019,11,1452
CONNECTICUT,2019,12,1481
DELAWARE,2016,1,1686
DELAWARE,2016,2,1203
DELAWARE,2016,3,1201
DELAWARE,2016,4,1398
DELAWARE,2016,5,1429
DELAWARE,2016,6,1579
DELAWARE,2016,7,1485
DELAWARE,2016,8,1646
DELAWARE,2016,9,1549
DELAWARE,2016,10,1591
DELAWARE,2016,11,1407
DELAWARE,2016,12,1461
DELAWARE,2017,1,1488
DELAWARE,2017,2,1359
DELAWARE,2017,3,1193
DELAWARE,2017,4,1263
DELAWARE,2017,5,1499
DELAWARE,2017,6,1631
DELAWARE,2017,7,1452
DELAWARE,2017,8,1629
DELAWARE,2017,9,1582
DELAWARE,2017,10,1560
DELAWARE,2017,11,1355
DELAWARE,2017,12,1299
DELAWARE,2018,1,1541
DELAWARE,2018,2,1461
DELAWARE,2018,3,1265
DELAWARE,2018,4,1304
DELAWARE,2018,5,1511
DELAWARE,2018,6,1526
DELAWARE,2018,7,1437
DELAWARE,2018,8,1708
DELAWARE,2018,9,1531
DELAWARE,2018,10,1668
DELAWARE,2018,11,1378
DELAWARE,2018,12,1368
DELAWARE,2019,1,1580
DELAWARE,2019,2,1536
DELAWARE,2019,3,1254
DELAWARE,2019,4,1317
DELAWARE,2019,5,1426
DELAWARE,2019,6,1316
DELAWARE,2019,7,1669
DELAWARE,2019,8,1651
DELAWARE,2019,9,1456
DELAWARE,2019,10,1612
DELAWARE,2019,11,1352
DELAWARE,2019,12,1444
INDIANA,2016,1,6501
INDIANA,2016,2,4830
INDIANA,2016,3,4037
INDIANA,2016,4,5548
INDIANA,2016,5,6127
INDIANA,2016,6,6782
INDIANA,2016,7,6352
INDIANA,2016,8,7148
INDIANA,2016,9,6536
INDIANA,2016,10,5828
INDIANA,2016,11,5828
INDIANA,2016,12,5218
INDIANA,2017,1,6826
INDIANA,2017,2,5444
INDIANA,2017,3,4859
INDIANA,2017,4,5366
INDIANA,2017,5,6349
INDIANA,2017,6,6677
INDIANA,2017,7,6582
INDIANA,2017,8,6764
INDIANA,2017,9,6208
INDIANA,2017,10,6210
INDIANA,2017,11,5607
INDIANA,2017,12,4971
INDIANA,2018,1,7174
INDIANA,2018,2,5646
INDIANA,2018,3,4736
INDIANA,2018,4,5780
INDIANA,2018,5,6204
INDIANA,2018,6,6850
INDIANA,2018,7,7345
INDIANA,2018,8,7290
INDIANA,2018,9,6235
INDIANA,2018,10,6928
INDIANA,2018,11,5711
INDIANA,2018,12,4974
INDIANA,2019,1,6640
INDIANA,2019,2,5799
INDIANA,2019,3,4849
INDIANA,2019,4,5779
INDIANA,2019,5,6491
INDIANA,2019,6,6368
INDIANA,2019,7,7154
INDIANA,2019,8,7043
INDIANA,2019,9,6618
INDIANA,2019,10,6481
INDIANA,2019,11,5518
INDIANA,2019,12,5453
MINNESOTA,2012,1,1739
MINNESOTA,2012,2,1380
MINNESOTA,2012,3,1450
MINNESOTA,2012,4,1617
MINNESOTA,2012,5,1643
MINNESOTA,2012,6,1810
MINNESOTA,2012,7,1947
MINNESOTA,2012,8,2018
MINNESOTA,2012,9,1727
MINNESOTA,2012,10,1693
MINNESOTA,2012,11,1576
MINNESOTA,2012,12,1486
MINNESOTA,2013,1,1717
MINNESOTA,2013,2,1410
MINNESOTA,2013,3,1384
MINNESOTA,2013,4,1597
MINNESOTA,2013,5,1720
MINNESOTA,2013,6,1751
MINNESOTA,2013,7,1794
MINNESOTA,2013,8,1802
MINNESOTA,2013,9,1665
MINNESOTA,2013,10,1582
MINNESOTA,2013,11,1382
MINNESOTA,2013,12,1382
MINNESOTA,2014,1,1727
MINNESOTA,2014,2,1327
MINNESOTA,2014,3,1251
MINNESOTA,2014,4,1439
MINNESOTA,2014,5,1492
MINNESOTA,2014,6,1538
MINNESOTA,2014,7,1675
MINNESOTA,2014,8,1506
MINNESOTA,2014,9,1554
MINNESOTA,2014,10,1509
MINNESOTA,2014,11,1108
MINNESOTA,2014,12,1397
MINNESOTA,2015,1,1464
MINNESOTA,2015,2,1242
MINNESOTA,2015,3,1198
MINNESOTA,2015,4,1291
MINNESOTA,2015,5,1303
MINNESOTA,2015,6,1475
MINNESOTA,2015,7,1511
MINNESOTA,2015,8,1491
MINNESOTA,2015,9,1378
MINNESOTA,2015,10,1472
MINNESOTA,2015,11,1156
MINNESOTA,2015,12,1304
MINNESOTA,2016,1,1409
MINNESOTA,2016,2,1097
MINNESOTA,2016,3,1211
MINNESOTA,2016,4,1243
MINNESOTA,2016,5,1305
MINNESOTA,2016,6,1395
MINNESOTA,2016,7,1401
MINNESOTA,2016,8,1512
MINNESOTA,2016,9,1389
MINNESOTA,2016,10,1290
MINNESOTA,2016,11,1153
MINNESOTA,2016,12,1263
MINNESOTA,2017,1,1464
MINNESOTA,2017,2,1237
MINNESOTA,2017,3,1215
MINNESOTA,2017,4,1090
MINNESOTA,2017,5,1334
MINNESOTA,2017,6,1353
MINNESOTA,2017,7,1389
MINNESOTA,2017,8,1462
MINNESOTA,2017,9,1259
MINNESOTA,2017,10,1296
MINNESOTA,2017,11,1201
MINNESOTA,2017,12,1224
MINNESOTA,2018,1,1419
MINNESOTA,2018,2,1184
MINNESOTA,2018,3,1156
MINNESOTA,2018,4,1089
MINNESOTA,2018,5,1317
MINNESOTA,2018,6,1272
MINNESOTA,2018,7,1356
MINNESOTA,2018,8,1387
MINNESOTA,2018,9,1232
MINNESOTA,2018,10,1397
MINNESOTA,2018,11,1197
MINNESOTA,2018,12,1090
MINNESOTA,2019,1,1441
MINNESOTA,2019,2,1147
MINNESOTA,2019,3,1151
MINNESOTA,2019,4,1240
MINNESOTA,2019,5,1312
MINNESOTA,2019,6,1332
MINNESOTA,2019,7,1437
MINNESOTA,2019,8,1351
MINNESOTA,2019,9,1349
MINNESOTA,2019,10,1359
MINNESOTA,2019,11,1146
MINNESOTA,2019,12,1262
MISSOURI,2012,1,5825
MISSOURI,2012,2,5107
MISSOURI,2012,3,5190
MISSOURI,2012,4,5241
MISSOURI,2012,5,6550
MISSOURI,2012,6,6770
MISSOURI,2012,7,6780
MISSOURI,2012,8,6934
MISSOURI,2012,9,6031
MISSOURI,2012,10,6243
MISSOURI,2012,11,5081
MISSOURI,2012,12,4847
MISSOURI,2013,1,5638
MISSOURI,2013,2,4286
MISSOURI,2013,3,4677
MISSOURI,2013,4,5279
MISSOURI,2013,5,5578
MISSOURI,2013,6,5841
MISSOURI,2013,7,6337
MISSOURI,2013,8,5908
MISSOURI,2013,9,5621
MISSOURI,2013,10,6061
MISSOURI,2013,11,4670
MISSOURI,2013,12,4472
MISSOURI,2014,1,4792
MISSOURI,2014,2,3596
MISSOURI,2014,3,3801
MISSOURI,2014,4,3777
MISSOURI,2014,5,4158
MISSOURI,2014,6,4447
MISSOURI,2014,7,4997
MISSOURI,2014,8,4590
MISSOURI,2014,9,4591
MISSOURI,2014,10,4486
MISSOURI,2014,11,3606
MISSOURI,2014,12,3688
MISSOURI,2015,1,5058
MISSOURI,2015,2,3921
MISSOURI,2015,3,3442
MISSOURI,2015,4,4313
MISSOURI,2015,5,4386
MISSOURI,2015,6,4778
MISSOURI,2015,7,5309
MISSOURI,2015,8,5083
MISSOURI,2015,9,5337
MISSOURI,2015,10,4870
MISSOURI,2015,11,4567
MISSOURI,2015,12,5121
MISSOURI,2016,1,556
MISSOURI,2016,2,271
MISSOURI,2016,3,397
MISSOURI,2016,4,503
MISSOURI,2016,5,514
MISSOURI,2016,6,526
MISSOURI,2016,7,449
MISSOURI,2016,8,601
MISSOURI,2016,9,492
MISSOURI,2016,10,229
MISSOURI,2016,11,418
MISSOURI,2016,12,334
NEWMEXICO,2017,1,1461
NEWMEXICO,2017,2,1313
NEWMEXICO,2017,3,1124
NEWMEXICO,2017,4,1276
NEWMEXICO,2017,5,1408
NEWMEXICO,2017,6,1515
NEWMEXICO,2017,7,1457
NEWMEXICO,2017,8,1639
NEWMEXICO,2017,9,1451
NEWMEXICO,2017,10,1519
NEWMEXICO,2017,11,1269
NEWMEXICO,2017,12,1265
NEWMEXICO,2018,1,1568
NEWMEXICO,2018,2,1310
NEWMEXICO,2018,3,1103
NEWMEXICO,2018,4,1265
NEWMEXICO,2018,5,1397
NEWMEXICO,2018,6,1467
NEWMEXICO,2018,7,1565
NEWMEXICO,2018,8,1530
NEWMEXICO,2018,9,1434
NEWMEXICO,2018,10,1559
NEWMEXICO,2018,11,1367
NEWMEXICO,2018,12,1226
NEWMEXICO,2019,1,1637
NEWMEXICO,2019,2,1329
NEWMEXICO,2019,3,1181
NEWMEXICO,2019,4,1276
NEWMEXICO,2019,5,1465
NEWMEXICO,2019,6,1454
NEWMEXICO,2019,7,1571
NEWMEXICO,2019,8,1581
NEWMEXICO,2019,9,1561
NEWMEXICO,2019,10,1487
NEWMEXICO,2019,11,1393
NEWMEXICO,2019,12,1389
PENNSYLVANIA,2016,1,11175
PENNSYLVANIA,2016,2,10617
PENNSYLVANIA,2016,3,10020
PENNSYLVANIA,2016,4,9646
PENNSYLVANIA,2016,5,11138
PENNSYLVANIA,2016,6,12135
PENNSYLVANIA,2016,7,11952
PENNSYLVANIA,2016,8,13049
PENNSYLVANIA,2016,9,12767
PENNSYLVANIA,2016,10,11535
PENNSYLVANIA,2016,11,10870
PENNSYLVANIA,2016,12,9693
PENNSYLVANIA,2017,1,12113
PENNSYLVANIA,2017,2,10981
PENNSYLVANIA,2017,3,10545
PENNSYLVANIA,2017,4,9767
PENNSYLVANIA,2017,5,11972
PENNSYLVANIA,2017,6,12777
PENNSYLVANIA,2017,7,12421
PENNSYLVANIA,2017,8,13127
PENNSYLVANIA,2017,9,12138
PENNSYLVANIA,2017,10,12614
PENNSYLVANIA,2017,11,10391
PENNSYLVANIA,2017,12,7733
PENNSYLVANIA,2018,1,12060
PENNSYLVANIA,2018,2,10538
PENNSYLVANIA,2018,3,9511
PENNSYLVANIA,2018,4,10033
PENNSYLVANIA,2018,5,11504
PENNSYLVANIA,2018,6,11319
PENNSYLVANIA,2018,7,12221
PENNSYLVANIA,2018,8,12786
PENNSYLVANIA,2018,9,11222
PENNSYLVANIA,2018,10,12878
PENNSYLVANIA,2018,11,10774
PENNSYLVANIA,2018,12,9642
PENNSYLVANIA,2019,1,12231
PENNSYLVANIA,2019,2,10666
PENNSYLVANIA,2019,3,9763
PENNSYLVANIA,2019,4,9937
PENNSYLVANIA,2019,5,9897
PENNSYLVANIA,2019,6,11540
PENNSYLVANIA,2019,7,13440
PENNSYLVANIA,2019,8,12641
PENNSYLVANIA,2019,9,11845
PENNSYLVANIA,2019,10,12449
PENNSYLVANIA,2019,11,10341
PENNSYLVANIA,2019,12,10845
RHODE ISLAND,2016,1,1236
RHODE ISLAND,2016,2,1164
RHODE ISLAND,2016,3,1188
RHODE ISLAND,2016,4,1018
RHODE ISLAND,2016,5,1234
RHODE ISLAND,2016,6,1289
RHODE ISLAND,2016,7,1398
RHODE ISLAND,2016,8,1486
RHODE ISLAND,2016,9,1343
RHODE ISLAND,2016,10,1160
RHODE ISLAND,2016,11,1136
RHODE ISLAND,2016,12,1086
RHODE ISLAND,2017,1,1430
RHODE ISLAND,2017,2,1104
RHODE ISLAND,2017,3,1055
RHODE ISLAND,2017,4,903
RHODE ISLAND,2017,5,1306
RHODE ISLAND,2017,6,1214
RHODE ISLAND,2017,7,1229
RHODE ISLAND,2017,8,1518
RHODE ISLAND,2017,9,1275
RHODE ISLAND,2017,10,1527
RHODE ISLAND,2017,11,1249
RHODE ISLAND,2017,12,1049
RHODE ISLAND,2018,1,1450
RHODE ISLAND,2018,2,1255
RHODE ISLAND,2018,3,1055
RHODE ISLAND,2018,4,1044
RHODE ISLAND,2018,5,1177
RHODE ISLAND,2018,6,1223
RHODE ISLAND,2018,7,1393
RHODE ISLAND,2018,8,1407
RHODE ISLAND,2018,9,1162
RHODE ISLAND,2018,10,1424
RHODE ISLAND,2018,11,1166
RHODE ISLAND,2018,12,933
RHODE ISLAND,2019,1,1456
RHODE ISLAND,2019,2,968
RHODE ISLAND,2019,3,1126
RHODE ISLAND,2019,4,1077
RHODE ISLAND,2019,5,1180
RHODE ISLAND,2019,6,1103
RHODE ISLAND,2019,7,1566
RHODE ISLAND,2019,8,1194
RHODE ISLAND,2019,9,1321
RHODE ISLAND,2019,10,1273
RHODE ISLAND,2019,11,948
RHODE ISLAND,2019,12,992
VIRGINIA,2016,1,17948
VIRGINIA,2016,2,14538
VIRGINIA,2016,3,12891
VIRGINIA,2016,4,14297
VIRGINIA,2016,5,15287
VIRGINIA,2016,6,16932
VIRGINIA,2016,7,16838
VIRGINIA,2016,8,16116
VIRGINIA,2016,9,17594
VIRGINIA,2016,10,16444
VIRGINIA,2016,11,14991
VIRGINIA,2016,12,16420
VIRGINIA,2017,1,18194
VIRGINIA,2017,2,15930
VIRGINIA,2017,3,13149
VIRGINIA,2017,4,13078
VIRGINIA,2017,5,15137
VIRGINIA,2017,6,17238
VIRGINIA,2017,7,16549
VIRGINIA,2017,8,16712
VIRGINIA,2017,9,17366
VIRGINIA,2017,10,17368
VIRGINIA,2017,11,15239
VIRGINIA,2017,12,15437
VIRGINIA,2018,1,17481
VIRGINIA,2018,2,16228
VIRGINIA,2018,3,13727
VIRGINIA,2018,4,13857
VIRGINIA,2018,5,15125
VIRGINIA,2018,6,16825
VIRGINIA,2018,7,16952
VIRGINIA,2018,8,16554
VIRGINIA,2018,9,16109
VIRGINIA,2018,10,16511
VIRGINIA,2018,11,15846
VIRGINIA,2018,12,13941
VIRGINIA,2019,1,18364
VIRGINIA,2019,2,15219
VIRGINIA,2019,3,13034
VIRGINIA,2019,4,11878
VIRGINIA,2019,5,15139
VIRGINIA,2019,6,15278
VIRGINIA,2019,7,15009
VIRGINIA,2019,8,16234
VIRGINIA,2019,9,14863
VIRGINIA,2019,10,14819
VIRGINIA,2019,11,14307
VIRGINIA,2019,12,12782
WISCONSIN,2012,1,1082
WISCONSIN,2012,2,812
WISCONSIN,2012,3,859
WISCONSIN,2012,4,1008
WISCONSIN,2012,5,1208
WISCONSIN,2012,6,1190
WISCONSIN,2012,7,1299
WISCONSIN,2012,8,1395
WISCONSIN,2012,9,1052
WISCONSIN,2012,10,1038
WISCONSIN,2012,11,964
WISCONSIN,2012,12,845
WISCONSIN,2013,1,1199
WISCONSIN,2013,2,803
WISCONSIN,2013,3,802
WISCONSIN,2013,4,1057
WISCONSIN,2013,5,1174
WISCONSIN,2013,6,1203
WISCONSIN,2013,7,1193
WISCONSIN,2013,8,1357
WISCONSIN,2013,9,1144
WISCONSIN,2013,10,1185
WISCONSIN,2013,11,910
WISCONSIN,2013,12,961
WISCONSIN,2014,1,1203
WISCONSIN,2014,2,906
WISCONSIN,2014,3,862
WISCONSIN,2014,4,1034
WISCONSIN,2014,5,1204
WISCONSIN,2014,6,1272
WISCONSIN,2014,7,1452
WISCONSIN,2014,8,1154
WISCONSIN,2014,9,1298
WISCONSIN,2014,10,1312
WISCONSIN,2014,11,963
WISCONSIN,2014,12,1003
WISCONSIN,2015,1,1070
WISCONSIN,2015,2,838
WISCONSIN,2015,3,912
WISCONSIN,2015,4,1086
WISCONSIN,2015,5,1139
WISCONSIN,2015,6,1240
WISCONSIN,2015,7,1251
WISCONSIN,2015,8,1089
WISCONSIN,2015,9,1233
WISCONSIN,2015,10,1180
WISCONSIN,2015,11,1041
WISCONSIN,2015,12,1061
WISCONSIN,2016,1,2603
WISCONSIN,2016,2,2618
WISCONSIN,2016,3,2662
WISCONSIN,2016,4,3295
WISCONSIN,2016,5,3674
WISCONSIN,2016,6,4425
WISCONSIN,2016,7,2923
WISCONSIN,2016,8,4406
WISCONSIN,2016,9,4178
WISCONSIN,2016,10,3132
WISCONSIN,2016,11,2815
WISCONSIN,2016,12,2635
WISCONSIN,2017,1,2270
WISCONSIN,2017,2,2008
WISCONSIN,2017,3,2184
WISCONSIN,2017,4,1888
WISCONSIN,2017,5,2703
WISCONSIN,2017,6,2728
WISCONSIN,2017,7,2939
WISCONSIN,2017,8,2973
WISCONSIN,2017,9,2669
WISCONSIN,2017,10,2364
WISCONSIN,2017,11,2247
WISCONSIN,2017,12,2027
WISCONSIN,2018,1,2335
WISCONSIN,2018,2,2057
WISCONSIN,2018,3,1725
WISCONSIN,2018,4,2121
WISCONSIN,2018,5,2411
WISCONSIN,2018,6,2615
WISCONSIN,2018,7,2627
WISCONSIN,2018,8,2661
WISCONSIN,2018,9,2382
WISCONSIN,2018,10,2391
WISCONSIN,2018,11,2103
WISCONSIN,2018,12,2025
ALBUQUERQUE,2017,1,956
ALBUQUERQUE,2017,2,848
ALBUQUERQUE,2017,3,698
ALBUQUERQUE,2017,4,774
ALBUQUERQUE,2017,5,850
ALBUQUERQUE,2017,6,954
ALBUQUERQUE,2017,7,914
ALBUQUERQUE,2017,8,1007
ALBUQUERQUE,2017,9,926
ALBUQUERQUE,2017,10,981
ALBUQUERQUE,2017,11,812
ALBUQUERQUE,2017,12,826
ALBUQUERQUE,2018,1,979
ALBUQUERQUE,2018,2,863
ALBUQUERQUE,2018,3,698
ALBUQUERQUE,2018,4,811
ALBUQUERQUE,2018,5,876
ALBUQUERQUE,2018,6,917
ALBUQUERQUE,2018,7,1049
ALBUQUERQUE,2018,8,1021
ALBUQUERQUE,2018,9,936
ALBUQUERQUE,2018,10,1035
ALBUQUERQUE,2018,11,888
ALBUQUERQUE,2018,12,819
ALBUQUERQUE,2019,1,1060
ALBUQUERQUE,2019,2,869
ALBUQUERQUE,2019,3,726
ALBUQUERQUE,2019,4,838
ALBUQUERQUE,2019,5,916
ALBUQUERQUE,2019,6,965
ALBUQUERQUE,2019,7,1018
ALBUQUERQUE,2019,8,1034
ALBUQUERQUE,2019,9,1038
ALBUQUERQUE,2019,10,965
ALBUQUERQUE,2019,11,919
ALBUQUERQUE,2019,12,922
AUSTIN,2014,1,742
AUSTIN,2014,2,608
AUSTIN,2014,3,511
AUSTIN,2014,4,600
AUSTIN,2014,5,620
AUSTIN,2014,6,755
AUSTIN,2014,7,720
AUSTIN,2014,8,721
AUSTIN,2014,9,735
AUSTIN,2014,10,704
AUSTIN,2014,11,600
AUSTIN,2014,12,604
AUSTIN,2015,1,732
AUSTIN,2015,2,560
AUSTIN,2015,3,529
AUSTIN,2015,4,586
AUSTIN,2015,5,647
AUSTIN,2015,6,682
AUSTIN,2015,7,687
AUSTIN,2015,8,679
AUSTIN,2015,9,704
AUSTIN,2015,10,662
AUSTIN,2015,11,654
AUSTIN,2015,12,717
AUSTIN,2016,1,763
AUSTIN,2016,2,577
AUSTIN,2016,3,555
AUSTIN,2016,4,586
AUSTIN,2016,5,642
AUSTIN,2016,6,721
AUSTIN,2016,7,672
AUSTIN,2016,8,733
AUSTIN,2016,9,747
AUSTIN,2016,10,714
AUSTIN,2016,11,654
AUSTIN,2016,12,714
AUSTIN,2017,1,816
AUSTIN,2017,2,686
AUSTIN,2017,3,585
AUSTIN,2017,4,699
AUSTIN,2017,5,764
AUSTIN,2017,6,835
AUSTIN,2017,7,834
AUSTIN,2017,8,843
AUSTIN,2017,9,775
AUSTIN,2017,10,837
AUSTIN,2017,11,803
AUSTIN,2017,12,799
AUSTIN,2018,1,947
AUSTIN,2018,2,856
AUSTIN,2018,3,646
AUSTIN,2018,4,726
AUSTIN,2018,5,811
AUSTIN,2018,6,871
AUSTIN,2018,7,924
AUSTIN,2018,8,913
AUSTIN,2018,9,798
AUSTIN,2018,10,1018
AUSTIN,2018,11,889
AUSTIN,2018,12,947
AUSTIN,2019,1,1050
AUSTIN,2019,2,940
AUSTIN,2019,3,767
AUSTIN,2019,4,781
AUSTIN,2019,5,942
AUSTIN,2019,6,960
AUSTIN,2019,7,1151
AUSTIN,2019,8,1076
AUSTIN,2019,9,1096
AUSTIN,2019,10,1143
AUSTIN,2019,11,950
AUSTIN,2019,12,1006
BOSTON,2012,1,617
BOSTON,2012,2,462
BOSTON,2012,3,433
BOSTON,2012,4,479
BOSTON,2012,5,445
BOSTON,2012,6,421
BOSTON,2012,7,668
BOSTON,2012,8,652
BOSTON,2012,9,426
BOSTON,2012,10,664
BOSTON,2012,11,585
BOSTON,2012,12,586
BOSTON,2013,1,664
BOSTON,2013,2,641
BOSTON,2013,3,729
BOSTON,2013,4,664
BOSTON,2013,5,685
BOSTON,2013,6,613
BOSTON,2013,7,859
BOSTON,2013,8,730
BOSTON,2013,9,718
BOSTON,2013,10,729
BOSTON,2013,11,588
BOSTON,2013,12,659
BOSTON,2015,1,642
BOSTON,2015,2,687
BOSTON,2015,3,684
BOSTON,2015,4,557
BOSTON,2015,5,606
BOSTON,2015,6,727
BOSTON,2015,7,703
BOSTON,2015,8,796
BOSTON,2015,9,678
BOSTON,2015,10,591
BOSTON,2015,11,562
BOSTON,2015,12,441
BOSTON,2016,1,470
BOSTON,2016,2,659
BOSTON,2016,3,747
BOSTON,2016,4,580
BOSTON,2016,5,679
BOSTON,2016,6,650
BOSTON,2016,7,632
BOSTON,2016,8,829
BOSTON,2016,9,712
BOSTON,2016,10,706
BOSTON,2016,11,612
BOSTON,2016,12,513
BRIDGEPORT,2017,1,350
BRIDGEPORT,2017,2,318
BRIDGEPORT,2017,3,347
BRIDGEPORT,2017,4,263
BRIDGEPORT,2017,5,373
BRIDGEPORT,2017,6,367
BRIDGEPORT,2017,7,390
BRIDGEPORT,2017,8,348
BRIDGEPORT,2017,9,326
BRIDGEPORT,2017,10,363
BRIDGEPORT,2017,11,283
BRIDGEPORT,2017,12,334
BRIDGEPORT,2018,1,326
BRIDGEPORT,2018,2,349
BRIDGEPORT,2018,3,262
BRIDGEPORT,2018,4,347
BRIDGEPORT,2018,5,310
BRIDGEPORT,2018,6,362
BRIDGEPORT,2018,7,356
BRIDGEPORT,2018,8,379
BRIDGEPORT,2018,9,317
BRIDGEPORT,2018,10,381
BRIDGEPORT,2018,11,372
BRIDGEPORT,2018,12,301
BRIDGEPORT,2019,1,313
BRIDGEPORT,2019,2,271
BRIDGEPORT,2019,3,308
BRIDGEPORT,2019,4,313
BRIDGEPORT,2019,5,312
BRIDGEPORT,2019,6,295
BRIDGEPORT,2019,7,382
BRIDGEPORT,2019,8,347
BRIDGEPORT,2019,9,351
BRIDGEPORT,2019,10,362
BRIDGEPORT,2019,11,284
BRIDGEPORT,2019,12,349
CHARLESTON,2016,1,1477
CHARLESTON,2016,2,1174
CHARLESTON,2016,3,950
CHARLESTON,2016,4,1188
CHARLESTON,2016,5,1276
CHARLESTON,2016,6,1305
CHARLESTON,2016,7,1489
CHARLESTON,2016,8,1327
CHARLESTON,2016,9,1392
CHARLESTON,2016,10,1254
CHARLESTON,2016,11,1182
CHARLESTON,2016,12,1256
CHARLESTON,2017,1,1421
CHARLESTON,2017,2,1195
CHARLESTON,2017,3,1103
CHARLESTON,2017,4,994
CHARLESTON,2017,5,1206
CHARLESTON,2017,6,1218
CHARLESTON,2017,7,1313
CHARLESTON,2017,8,1353
CHARLESTON,2017,9,1382
CHARLESTON,2017,10,1411
CHARLESTON,2017,11,1341
CHARLESTON,2017,12,1337
CHARLESTON,2018,1,1422
CHARLESTON,2018,2,1358
CHARLESTON,2018,3,1116
CHARLESTON,2018,4,1134
CHARLESTON,2018,5,1306
CHARLESTON,2018,6,1244
CHARLESTON,2018,7,1244
CHARLESTON,2018,8,1375
CHARLESTON,2018,9,1234
CHARLESTON,2018,10,1416
CHARLESTON,2018,11,1159
CHARLESTON,2018,12,1213
CHARLESTON,2019,1,1400
CHARLESTON,2019,2,1192
CHARLESTON,2019,3,1019
CHARLESTON,2019,4,907
CHARLESTON,2019,5,1141
CHARLESTON,2019,6,1073
CHARLESTON,2019,7,1242
CHARLESTON,2019,8,1209
CHARLESTON,2019,9,1275
CHARLESTON,2019,10,1120
CHARLESTON,2019,11,1156
CHARLESTON,2019,12,1173
CINCINNATI,2012,1,1070
CINCINNATI,2012,2,933
CINCINNATI,2012,3,898
CINCINNATI,2012,4,1038
CINCINNATI,2012,5,1296
CINCINNATI,2012,6,1147
CINCINNATI,2012,7,1369
CINCINNATI,2012,8,1282
CINCINNATI,2012,9,1176
CINCINNATI,2012,10,1197
CINCINNATI,2012,11,1090
CINCINNATI,2012,12,879
CINCINNATI,2013,1,1263
CINCINNATI,2013,2,938
CINCINNATI,2013,3,805
CINCINNATI,2013,4,1057
CINCINNATI,2013,5,1207
CINCINNATI,2013,6,1193
CINCINNATI,2013,7,1308
CINCINNATI,2013,8,1339
CINCINNATI,2013,9,1171
CINCINNATI,2013,10,1068
CINCINNATI,2013,11,1021
CINCINNATI,2013,12,977
CINCINNATI,2014,1,1174
CINCINNATI,2014,2,889
CINCINNATI,2014,3,847
CINCINNATI,2014,4,925
CINCINNATI,2014,5,1198
CINCINNATI,2014,6,1233
CINCINNATI,2014,7,1297
CINCINNATI,2014,8,1145
CINCINNATI,2014,9,1288
CINCINNATI,2014,10,1212
CINCINNATI,2014,11,923
CINCINNATI,2014,12,1100
CINCINNATI,2015,1,1069
CINCINNATI,2015,2,731
CINCINNATI,2015,3,859
CINCINNATI,2015,4,913
CINCINNATI,2015,5,929
CINCINNATI,2015,6,1064
CINCINNATI,2015,7,1363
CINCINNATI,2015,8,1010
CINCINNATI,2015,9,1188
CINCINNATI,2015,10,1102
CINCINNATI,2015,11,870
CINCINNATI,2015,12,1128
CINCINNATI,2016,1,1105
CINCINNATI,2016,2,772
CINCINNATI,2016,3,762
CINCINNATI,2016,4,864
CINCINNATI,2016,5,970
CINCINNATI,2016,6,1121
CINCINNATI,2016,7,1111
CINCINNATI,2016,8,1162
CINCINNATI,2016,9,1097
CINCINNATI,2016,10,998
CINCINNATI,2016,11,893
CINCINNATI,2016,12,958
CLEVELAND,2016,1,792
CLEVELAND,2016,2,617
CLEVELAND,2016,3,697
CLEVELAND,2016,4,709
CLEVELAND,2016,5,787
CLEVELAND,2016,6,802
CLEVELAND,2016,7,842
CLEVELAND,2016,8,959
CLEVELAND,2016,9,901
CLEVELAND,2016,10,804
CLEVELAND,2016,11,639
CLEVELAND,2016,12,728
CLEVELAND,2017,1,701
CLEVELAND,2017,2,668
CLEVELAND,2017,3,625
CLEVELAND,2017,4,604
CLEVELAND,2017,5,820
CLEVELAND,2017,6,839
CLEVELAND,2017,7,578
CLEVELAND,2017,8,723
CLEVELAND,2017,9,778
CLEVELAND,2017,10,782
CLEVELAND,2017,11,669
CLEVELAND,2017,12,613
CLEVELAND,2018,1,646
CLEVELAND,2018,2,610
CLEVELAND,2018,3,614
CLEVELAND,2018,4,625
CLEVELAND,2018,5,667
CLEVELAND,2018,6,677
