state_abb,month_date,filings_count,renter_occupied_housing_units,filings_per_1k_renters,treat_start,treated
MT,2024-08-01,194,101483,1.9116502271316378,2020-03-01,TRUE
MT,2024-09-01,123,104560,1.1763580719204285,2020-03-01,TRUE
MT,2024-10-01,158,107643,1.4678149066822739,2020-03-01,TRUE
MT,2024-11-01,150,106407,1.4096816938735233,2020-03-01,TRUE
MT,2024-12-01,143,104943,1.3626444831956395,2020-03-01,TRUE
MT,2025-01-01,163,108748,1.4988781402876374,2020-03-01,TRUE
MT,2025-02-01,159,112528,1.4129816578984786,2020-03-01,TRUE
MT,2025-03-01,158,112583,1.4034090404412745,2020-03-01,TRUE
MT,2025-04-01,151,109953,1.37331405236783,2020-03-01,TRUE
MT,2025-05-01,161,110050,1.4629713766469787,2020-03-01,TRUE
MT,2025-06-01,148,106797,1.385806717417156,2020-03-01,TRUE
MT,2025-07-01,187,108020,1.7311608961303462,2020-03-01,TRUE
MT,2025-08-01,161,107499,1.4976883505893077,2020-03-01,TRUE
MT,2025-09-01,146,105002,1.390449705719891,2020-03-01,TRUE
NC,2016-01-01,15149,1408252,10.757307640961987,2021-03-01,FALSE
NC,2016-02-01,11982,1408252,8.50842036794551,2021-03-01,FALSE
NC,2016-03-01,10640,1408252,7.555465925132718,2021-03-01,FALSE
NC,2016-04-01,12538,1408252,8.903236068544551,2021-03-01,FALSE
NC,2016-05-01,14042,1408252,9.971226740668573,2021-03-01,FALSE
NC,2016-06-01,14449,1408252,10.26023751430852,2021-03-01,FALSE
NC,2016-07-01,14829,1408252,10.530075583063258,2021-03-01,FALSE
NC,2016-08-01,15283,1408252,10.852461065207079,2021-03-01,FALSE
NC,2016-09-01,14510,1408252,10.303553625345463,2021-03-01,FALSE
NC,2016-10-01,14874,1408252,10.562030091205267,2021-03-01,FALSE
NC,2016-11-01,13266,1408252,9.420189000264157,2021-03-01,FALSE
NC,2016-12-01,13160,1408252,9.344918381085204,2021-03-01,FALSE
NC,2017-01-01,15658,1408252,11.118748633057152,2021-03-01,FALSE
NC,2017-02-01,13126,1408252,9.320774974933464,2021-03-01,FALSE
NC,2017-03-01,10989,1408252,7.803290888278518,2021-03-01,FALSE
NC,2017-04-01,11737,1408252,8.334445823616797,2021-03-01,FALSE
NC,2017-05-01,13966,1408252,9.917259126917626,2021-03-01,FALSE
NC,2017-06-01,14977,1408252,10.63517040984142,2021-03-01,FALSE
NC,2017-07-01,14941,1408252,10.609606803327814,2021-03-01,FALSE
NC,2017-08-01,15219,1408252,10.807014653627334,2021-03-01,FALSE
NC,2017-09-01,14934,1408252,10.60463610206128,2021-03-01,FALSE
NC,2017-10-01,15054,1408252,10.689848123773302,2021-03-01,FALSE
NC,2017-11-01,13192,1408252,9.367641586875076,2021-03-01,FALSE
NC,2017-12-01,12962,1408252,9.204318545260366,2021-03-01,FALSE
NC,2018-01-01,15915,1408252,11.301244379557067,2021-03-01,FALSE
NC,2018-02-01,13812,1408252,9.807903699053863,2021-03-01,FALSE
NC,2018-03-01,11258,1408252,7.994307836949637,2021-03-01,FALSE
NC,2018-04-01,12798,1408252,9.087862115587267,2021-03-01,FALSE
NC,2018-05-01,14304,1408252,10.157272988073156,2021-03-01,FALSE
NC,2018-06-01,14458,1408252,10.266628415936921,2021-03-01,FALSE
NC,2018-07-01,16057,1408252,11.40207860524963,2021-03-01,FALSE
NC,2018-08-01,15688,1408252,11.140051638485158,2021-03-01,FALSE
NC,2018-09-01,14172,1408252,10.063539764189931,2021-03-01,FALSE
NC,2018-10-01,16105,1408252,11.436163413934437,2021-03-01,FALSE
NC,2018-11-01,14321,1408252,10.169344691149027,2021-03-01,FALSE
NC,2018-12-01,13387,1408252,9.506111122157114,2021-03-01,FALSE
NC,2019-01-01,16580,1408252,11.773460999877862,2021-03-01,FALSE
NC,2019-02-01,14459,1408252,10.267338516117855,2021-03-01,FALSE
NC,2019-03-01,11520,1408252,8.18035408435422,2021-03-01,FALSE
NC,2019-04-01,12873,1408252,9.14111962915728,2021-03-01,FALSE
NC,2019-05-01,15324,1408252,10.881575172625354,2021-03-01,FALSE
NC,2019-06-01,15329,1408252,10.885125673530021,2021-03-01,FALSE
NC,2019-07-01,17050,1408252,12.10720808491662,2021-03-01,FALSE
NC,2019-08-01,15896,1408252,11.287752476119332,2021-03-01,FALSE
NC,2019-09-01,15754,1408252,11.18691825042677,2021-03-01,FALSE
NC,2019-10-01,15877,1408252,11.274260572681595,2021-03-01,FALSE
NC,2019-11-01,13447,1408252,9.548717133013126,2021-03-01,FALSE
NC,2019-12-01,14603,1408252,10.369592942172282,2021-03-01,FALSE
NC,2020-01-01,17115,1408252,12.1533645966773,2021-03-01,FALSE
NC,2020-02-01,15191,1408252,10.787131848561195,2021-03-01,FALSE
NC,2020-03-01,8403,1408252,5.96697182038442,2021-03-01,FALSE
NC,2020-04-01,929,1408252,0.6596830680872457,2021-03-01,FALSE
NC,2020-05-01,2984,1408252,2.1189389399056417,2021-03-01,FALSE
NC,2020-06-01,3670,1408252,2.6060676640260407,2021-03-01,FALSE
NC,2020-07-01,7498,1408252,5.324331156639579,2021-03-01,FALSE
NC,2020-08-01,8287,1408252,5.8846001993961305,2021-03-01,FALSE
NC,2020-09-01,8930,1408252,6.341194615736388,2021-03-01,FALSE
NC,2020-10-01,8618,1408252,6.119643359285128,2021-03-01,FALSE
NC,2020-11-01,5310,1408252,3.7706319607570236,2021-03-01,FALSE
NC,2020-12-01,5785,1408252,4.107929546700449,2021-03-01,FALSE
NC,2021-01-01,5286,1408252,3.753589556414619,2021-03-01,FALSE
NC,2021-02-01,5281,1408252,3.7500390555099514,2021-03-01,FALSE
NC,2021-03-01,5995,1408252,4.257050584696489,2021-03-01,TRUE
NC,2021-04-01,4802,1408252,3.4099010688427924,2021-03-01,TRUE
NC,2021-05-01,4804,1408252,3.4113212692046595,2021-03-01,TRUE
NC,2021-06-01,6602,1408252,4.688081394523139,2021-03-01,TRUE
NC,2021-07-01,6971,1408252,4.950108361287611,2021-03-01,TRUE
NC,2021-08-01,7649,1408252,5.431556283960541,2021-03-01,TRUE
NC,2021-09-01,9794,1408252,6.954721172062954,2021-03-01,TRUE
NC,2021-10-01,10061,1408252,7.144317920372206,2021-03-01,TRUE
NC,2021-11-01,9292,1408252,6.598250881234325,2021-03-01,TRUE
NC,2021-12-01,9280,1408252,6.589729679063122,2021-03-01,TRUE
NC,2022-01-01,11018,1408252,7.8238837935255905,2021-03-01,TRUE
NC,2022-02-01,10693,1408252,7.5931012347221944,2021-03-01,TRUE
NC,2022-03-01,11602,1408252,8.23858229919077,2021-03-01,TRUE
NC,2022-04-01,11097,1408252,7.879981707819339,2021-03-01,TRUE
NC,2022-05-01,13090,1408252,9.295211368419857,2021-03-01,TRUE
NC,2022-06-01,13687,1408252,9.719141176437171,2021-03-01,TRUE
NC,2022-07-01,14471,1408252,10.275859718289055,2021-03-01,TRUE
NC,2022-08-01,15308,1408252,10.870213569730417,2021-03-01,TRUE
NC,2022-09-01,13987,1408252,9.932171230717229,2021-03-01,TRUE
NC,2022-10-01,14889,1408252,10.57268159391927,2021-03-01,TRUE
NC,2022-11-01,13216,1408252,9.38468399121748,2021-03-01,TRUE
NC,2022-12-01,13774,1408252,9.780919892178389,2021-03-01,TRUE
NC,2023-01-01,16074,1408252,11.414150308325498,2021-03-01,TRUE
NC,2023-02-01,13398,1408252,9.513922224147382,2021-03-01,TRUE
NC,2023-03-01,13670,1408252,9.707069473361301,2021-03-01,TRUE
NC,2023-04-01,12811,1408252,9.097093417939403,2021-03-01,TRUE
NC,2023-05-01,15907,1408252,11.295563578109599,2021-03-01,TRUE
NC,2023-06-01,16165,1408252,11.47876942479045,2021-03-01,TRUE
ND,2016-01-01,164,103933,1.5779396341874092,2021-06-01,FALSE
ND,2016-02-01,162,100788,1.6073342064531493,2021-06-01,FALSE
ND,2016-03-01,140,102008,1.3724413771468904,2021-06-01,FALSE
ND,2016-04-01,142,106816,1.329388855602157,2021-06-01,FALSE
ND,2016-05-01,137,105222,1.302009085552451,2021-06-01,FALSE
ND,2016-06-01,191,107065,1.7839630131228692,2021-06-01,FALSE
ND,2016-07-01,152,106374,1.4289206008987159,2021-06-01,FALSE
ND,2016-08-01,172,105727,1.6268313675787642,2021-06-01,FALSE
ND,2016-09-01,158,103220,1.5307111024995157,2021-06-01,FALSE
ND,2016-10-01,187,105263,1.7765026647539972,2021-06-01,FALSE
ND,2016-11-01,140,102307,1.3684303126863264,2021-06-01,FALSE
ND,2016-12-01,145,99065,1.4636854590420432,2021-06-01,FALSE
ND,2017-01-01,214,103994,2.0578110275592825,2021-06-01,FALSE
ND,2017-02-01,184,106730,1.72397638901902,2021-06-01,FALSE
ND,2017-03-01,156,101384,1.538704332044504,2021-06-01,FALSE
ND,2017-04-01,125,102890,1.214889688016328,2021-06-01,FALSE
ND,2017-05-01,156,104743,1.489359670813324,2021-06-01,FALSE
ND,2017-06-01,198,106696,1.8557396715903127,2021-06-01,FALSE
ND,2017-07-01,171,105075,1.6274089935760172,2021-06-01,FALSE
ND,2017-08-01,209,107761,1.9394771763439462,2021-06-01,FALSE
ND,2017-09-01,173,105189,1.6446586620273984,2021-06-01,FALSE
ND,2017-10-01,168,104245,1.6115880857595088,2021-06-01,FALSE
ND,2017-11-01,183,105290,1.738056795517143,2021-06-01,FALSE
ND,2017-12-01,167,102662,1.6266973174105317,2021-06-01,FALSE
ND,2018-01-01,225,108253,2.078464338170767,2021-06-01,FALSE
ND,2018-02-01,191,104064,1.835408979089791,2021-06-01,FALSE
ND,2018-03-01,186,103677,1.7940333921699123,2021-06-01,FALSE
ND,2018-04-01,183,104747,1.7470667417682606,2021-06-01,FALSE
ND,2018-05-01,201,103730,1.9377229345415983,2021-06-01,FALSE
ND,2018-06-01,183,100717,1.816972308547713,2021-06-01,FALSE
ND,2018-07-01,212,102266,2.073025247882972,2021-06-01,FALSE
ND,2018-08-01,249,109598,2.271939268964762,2021-06-01,FALSE
ND,2018-09-01,208,107102,1.942073910851338,2021-06-01,FALSE
ND,2018-10-01,235,106026,2.216437477599834,2021-06-01,FALSE
ND,2018-11-01,221,101218,2.183406113537118,2021-06-01,FALSE
ND,2018-12-01,197,98470,2.0006093226363357,2021-06-01,FALSE
ND,2019-01-01,247,103704,2.3817789092031165,2021-06-01,FALSE
ND,2019-02-01,265,104407,2.5381439941766355,2021-06-01,FALSE
ND,2019-03-01,239,103627,2.306348731508198,2021-06-01,FALSE
ND,2019-04-01,236,107644,2.192412024822563,2021-06-01,FALSE
ND,2019-05-01,247,107190,2.304319432782909,2021-06-01,FALSE
ND,2019-06-01,211,103175,2.0450690574267023,2021-06-01,FALSE
ND,2019-07-01,248,104961,2.3627823667838532,2021-06-01,FALSE
ND,2019-08-01,235,107138,2.1934327689521926,2021-06-01,FALSE
ND,2019-09-01,217,103408,2.0984836763113104,2021-06-01,FALSE
ND,2019-10-01,310,107660,2.879435259149173,2021-06-01,FALSE
ND,2019-11-01,258,100858,2.558051914572964,2021-06-01,FALSE
ND,2019-12-01,242,106198,2.2787623119079456,2021-06-01,FALSE
ND,2020-01-01,266,108333,2.4553921704374475,2021-06-01,FALSE
ND,2020-02-01,264,102694,2.57074415253082,2021-06-01,FALSE
ND,2020-03-01,134,102434,1.3081594001991526,2021-06-01,FALSE
ND,2020-04-01,40,98210,0.40729049994908867,2021-06-01,FALSE
ND,2020-05-01,211,104364,2.02176995898969,2021-06-01,FALSE
ND,2020-06-01,235,107446,2.1871451705973235,2021-06-01,FALSE
ND,2020-07-01,239,103324,2.3131121520653477,2021-06-01,FALSE
ND,2020-08-01,244,106058,2.300627958286975,2021-06-01,FALSE
ND,2020-09-01,225,104431,2.154532657927244,2021-06-01,FALSE
ND,2020-10-01,277,105635,2.622236947981256,2021-06-01,FALSE
ND,2020-11-01,179,104431,1.7140504256398963,2021-06-01,FALSE
ND,2020-12-01,208,102033,2.0385561534013505,2021-06-01,FALSE
ND,2021-01-01,183,98667,1.8547234637720817,2021-06-01,FALSE
ND,2021-02-01,184,104051,1.7683635909313702,2021-06-01,FALSE
ND,2021-03-01,231,102347,2.2570275630941796,2021-06-01,FALSE
ND,2021-04-01,169,100405,1.6831831084109357,2021-06-01,FALSE
ND,2021-05-01,157,110081,1.4262225088798248,2021-06-01,FALSE
ND,2021-06-01,178,105664,1.6845850999394307,2021-06-01,TRUE
ND,2021-07-01,229,107156,2.1370711859345253,2021-06-01,TRUE
ND,2021-08-01,222,104379,2.1268645992009887,2021-06-01,TRUE
ND,2021-09-01,222,106270,2.0890185376870236,2021-06-01,TRUE
ND,2021-10-01,213,108447,1.9640930592824144,2021-06-01,TRUE
ND,2021-11-01,198,105490,1.8769551616266944,2021-06-01,TRUE
ND,2021-12-01,218,104653,2.08307454158027,2021-06-01,TRUE
ND,2022-01-01,219,101268,2.162578504562152,2021-06-01,TRUE
ND,2022-02-01,180,104230,1.7269500143912502,2021-06-01,TRUE
ND,2022-03-01,228,103297,2.207227702643833,2021-06-01,TRUE
ND,2022-04-01,194,103948,1.8663177742717512,2021-06-01,TRUE
ND,2022-05-01,222,99044,2.2414280521788297,2021-06-01,TRUE
ND,2022-06-01,228,106706,2.1367120874177647,2021-06-01,TRUE
ND,2022-07-01,243,105235,2.309117688981803,2021-06-01,TRUE
ND,2022-08-01,295,106629,2.766601956315824,2021-06-01,TRUE
ND,2022-09-01,248,103871,2.387576898268044,2021-06-01,TRUE
ND,2022-10-01,297,108755,2.7309089237276445,2021-06-01,TRUE
ND,2022-11-01,248,104470,2.373887240356083,2021-06-01,TRUE
ND,2022-12-01,270,100546,2.685338054223937,2021-06-01,TRUE
ND,2023-01-01,327,105503,3.099437930674957,2021-06-01,TRUE
ND,2023-02-01,315,107308,2.935475453833824,2021-06-01,TRUE
ND,2023-03-01,320,107034,2.989704206140105,2021-06-01,TRUE
ND,2023-04-01,242,105017,2.304388813239761,2021-06-01,TRUE
ND,2023-05-01,283,109472,2.5851359251680797,2021-06-01,TRUE
ND,2023-06-01,312,102032,3.057864199466834,2021-06-01,TRUE
ND,2023-07-01,339,107617,3.15005993476867,2021-06-01,TRUE
ND,2023-08-01,435,103708,4.194469086280711,2021-06-01,TRUE
ND,2023-09-01,296,103710,2.854112428888246,2021-06-01,TRUE
ND,2023-10-01,392,108115,3.625768857235351,2021-06-01,TRUE
ND,2023-11-01,284,106764,2.6600726836761455,2021-06-01,TRUE
ND,2023-12-01,311,106538,2.9191462201280296,2021-06-01,TRUE
ND,2024-01-01,304,101271,3.001846530596123,2021-06-01,TRUE
ND,2024-02-01,422,107504,3.9254353326387856,2021-06-01,TRUE
ND,2024-03-01,268,105551,2.539056948773579,2021-06-01,TRUE
ND,2024-04-01,310,108415,2.8593829267167825,2021-06-01,TRUE
ND,2024-05-01,332,105702,3.1409055647007627,2021-06-01,TRUE
ND,2024-06-01,347,105958,3.2748825006134505,2021-06-01,TRUE
ND,2024-07-01,351,107254,3.2726052175210247,2021-06-01,TRUE
ND,2024-08-01,306,105333,2.9050724844065963,2021-06-01,TRUE
ND,2024-09-01,279,103143,2.704982403071464,2021-06-01,TRUE
ND,2024-10-01,326,106400,3.06390977443609,2021-06-01,TRUE
ND,2024-11-01,256,104713,2.444777630284683,2021-06-01,TRUE
ND,2024-12-01,299,102679,2.9119878456159487,2021-06-01,TRUE
ND,2025-01-01,312,104678,2.9805689829763655,2021-06-01,TRUE
ND,2025-02-01,293,104456,2.8050088075361876,2021-06-01,TRUE
ND,2025-03-01,261,106079,2.4604304339218883,2021-06-01,TRUE
ND,2025-04-01,286,107350,2.664182580344667,2021-06-01,TRUE
ND,2025-05-01,279,108158,2.5795595332753933,2021-06-01,TRUE
ND,2025-06-01,68,96417,0.7052698175632928,2021-06-01,TRUE
NH,2018-12-01,82,151523,0.5411719672920943,2019-12-01,FALSE
NH,2019-01-01,550,151523,3.6298119757396567,2019-12-01,FALSE
NH,2019-02-01,487,151523,3.2140335130640234,2019-12-01,FALSE
NH,2019-03-01,446,151523,2.943447529417976,2019-12-01,FALSE
NH,2019-04-01,565,151523,3.728806847805284,2019-12-01,FALSE
NH,2019-05-01,502,151523,3.3130283851296505,2019-12-01,FALSE
NH,2019-06-01,540,151523,3.563815394362572,2019-12-01,FALSE
NH,2019-07-01,723,151523,4.771552833563222,2019-12-01,FALSE
NH,2019-08-01,578,151523,3.8146024035954937,2019-12-01,FALSE
NH,2019-09-01,674,151523,4.448169584815506,2019-12-01,FALSE
NH,2019-10-01,477,151523,3.1480369316869385,2019-12-01,FALSE
NH,2019-11-01,448,151523,2.956646845693393,2019-12-01,FALSE
NH,2019-12-01,539,151523,3.5572157362248635,2019-12-01,TRUE
NH,2020-01-01,502,151523,3.3130283851296505,2019-12-01,TRUE
NH,2020-02-01,466,151523,3.0754406921721453,2019-12-01,TRUE
NH,2020-03-01,254,151523,1.6763131669779505,2019-12-01,TRUE
NH,2020-04-01,27,151523,0.1781907697181286,2019-12-01,TRUE
NH,2020-05-01,53,151523,0.34978188129854876,2019-12-01,TRUE
NH,2020-06-01,97,151523,0.6401668393577212,2019-12-01,TRUE
NH,2020-07-01,311,151523,2.0524936808273333,2019-12-01,TRUE
NH,2020-08-01,726,151523,4.791351807976347,2019-12-01,TRUE
NH,2020-09-01,352,151523,2.32307966447338,2019-12-01,TRUE
NH,2020-10-01,284,151523,1.8743029111092044,2019-12-01,TRUE
NH,2020-11-01,344,151523,2.2702823993717125,2019-12-01,TRUE
NH,2020-12-01,229,151523,1.5113217135352388,2019-12-01,TRUE
NH,2021-01-01,239,151523,1.5773182949123234,2019-12-01,TRUE
NH,2021-02-01,257,151523,1.696112141391076,2019-12-01,TRUE
NH,2021-03-01,344,151523,2.2702823993717125,2019-12-01,TRUE
NH,2021-04-01,242,151523,1.597117269325449,2019-12-01,TRUE
NH,2021-05-01,304,151523,2.006296073863374,2019-12-01,TRUE
NH,2021-06-01,301,151523,1.9864970994502484,2019-12-01,TRUE
NH,2021-07-01,293,151523,1.9336998343485807,2019-12-01,TRUE
NH,2021-08-01,399,151523,2.633263596945678,2019-12-01,TRUE
NH,2021-09-01,390,151523,2.573866673706302,2019-12-01,TRUE
NH,2021-10-01,376,151523,2.4814714597783833,2019-12-01,TRUE
NH,2021-11-01,418,151523,2.758657101562139,2019-12-01,TRUE
NH,2021-12-01,294,151523,1.9402994924862893,2019-12-01,TRUE
NH,2022-01-01,431,151523,2.844452657352349,2019-12-01,TRUE
NH,2022-02-01,390,151523,2.573866673706302,2019-12-01,TRUE
NH,2022-03-01,332,151523,2.191086501719211,2019-12-01,TRUE
NH,2022-04-01,314,151523,2.0722926552404584,2019-12-01,TRUE
NH,2022-05-01,470,151523,3.101839324722979,2019-12-01,TRUE
NH,2022-06-01,398,151523,2.6266639388079698,2019-12-01,TRUE
NH,2022-07-01,425,151523,2.8048547085260984,2019-12-01,TRUE
NH,2022-08-01,577,151523,3.8080027454577854,2019-12-01,TRUE
NH,2022-09-01,490,151523,3.2338324874771485,2019-12-01,TRUE
NH,2022-10-01,613,151523,4.04559043841529,2019-12-01,TRUE
NH,2022-11-01,416,151523,2.7454577852867224,2019-12-01,TRUE
NH,2022-12-01,400,151523,2.6398632550833865,2019-12-01,TRUE
NH,2023-01-01,517,151523,3.412023257195277,2019-12-01,TRUE
NH,2023-02-01,454,151523,2.9962447945196438,2019-12-01,TRUE
NH,2023-03-01,564,151523,3.722207189667575,2019-12-01,TRUE
NH,2023-04-01,540,151523,3.563815394362572,2019-12-01,TRUE
NH,2023-05-01,605,151523,3.9927931733136224,2019-12-01,TRUE
NH,2023-06-01,535,151523,3.5308171036740297,2019-12-01,TRUE
NH,2023-07-01,0,151523,0,2019-12-01,TRUE
NH,2023-08-01,0,151523,0,2019-12-01,TRUE
NH,2023-09-01,0,151523,0,2019-12-01,TRUE
NH,2023-10-01,0,151523,0,2019-12-01,TRUE
NH,2023-11-01,0,151523,0,2019-12-01,TRUE
NH,2023-12-01,0,151523,0,2019-12-01,TRUE
NM,2017-01-01,1461,0,NA,2018-10-01,FALSE
NM,2017-02-01,1313,0,NA,2018-10-01,FALSE
NM,2017-03-01,1124,0,NA,2018-10-01,FALSE
NM,2017-04-01,1276,0,NA,2018-10-01,FALSE
NM,2017-05-01,1408,0,NA,2018-10-01,FALSE
NM,2017-06-01,1515,0,NA,2018-10-01,FALSE
NM,2017-07-01,1457,0,NA,2018-10-01,FALSE
NM,2017-08-01,1639,0,NA,2018-10-01,FALSE
NM,2017-09-01,1451,0,NA,2018-10-01,FALSE
NM,2017-10-01,1519,0,NA,2018-10-01,FALSE
NM,2017-11-01,1269,0,NA,2018-10-01,FALSE
NM,2017-12-01,1265,0,NA,2018-10-01,FALSE
NM,2018-01-01,1568,0,NA,2018-10-01,FALSE
NM,2018-02-01,1310,0,NA,2018-10-01,FALSE
NM,2018-03-01,1103,0,NA,2018-10-01,FALSE
NM,2018-04-01,1265,0,NA,2018-10-01,FALSE
NM,2018-05-01,1397,0,NA,2018-10-01,FALSE
NM,2018-06-01,1467,0,NA,2018-10-01,FALSE
NM,2018-07-01,1565,0,NA,2018-10-01,FALSE
NM,2018-08-01,1530,0,NA,2018-10-01,FALSE
NM,2018-09-01,1434,0,NA,2018-10-01,FALSE
NM,2018-10-01,1559,0,NA,2018-10-01,TRUE
NM,2018-11-01,1367,0,NA,2018-10-01,TRUE
NM,2018-12-01,1226,0,NA,2018-10-01,TRUE
NM,2019-01-01,1637,0,NA,2018-10-01,TRUE
NM,2019-02-01,1329,0,NA,2018-10-01,TRUE
NM,2019-03-01,1181,0,NA,2018-10-01,TRUE
NM,2019-04-01,1276,0,NA,2018-10-01,TRUE
NM,2019-05-01,1465,0,NA,2018-10-01,TRUE
NM,2019-06-01,1454,0,NA,2018-10-01,TRUE
NM,2019-07-01,1571,0,NA,2018-10-01,TRUE
NM,2019-08-01,1581,0,NA,2018-10-01,TRUE
NM,2019-09-01,1561,0,NA,2018-10-01,TRUE
NM,2019-10-01,1487,0,NA,2018-10-01,TRUE
NM,2019-11-01,1393,0,NA,2018-10-01,TRUE
NM,2019-12-01,1389,0,NA,2018-10-01,TRUE
NM,2020-01-01,1545,0,NA,2018-10-01,TRUE
NM,2020-02-01,1266,0,NA,2018-10-01,TRUE
NM,2020-03-01,1021,0,NA,2018-10-01,TRUE
NM,2020-04-01,436,0,NA,2018-10-01,TRUE
NM,2020-05-01,448,0,NA,2018-10-01,TRUE
NM,2020-06-01,537,0,NA,2018-10-01,TRUE
NM,2020-07-01,576,0,NA,2018-10-01,TRUE
NM,2020-08-01,758,0,NA,2018-10-01,TRUE
NM,2020-09-01,662,0,NA,2018-10-01,TRUE
NM,2020-10-01,706,0,NA,2018-10-01,TRUE
NM,2020-11-01,661,0,NA,2018-10-01,TRUE
NM,2020-12-01,417,0,NA,2018-10-01,TRUE
NM,2021-01-01,910,0,NA,2018-10-01,TRUE
NM,2021-02-01,675,0,NA,2018-10-01,TRUE
NM,2021-03-01,699,0,NA,2018-10-01,TRUE
NM,2021-04-01,575,0,NA,2018-10-01,TRUE
NM,2021-05-01,739,0,NA,2018-10-01,TRUE
NM,2021-06-01,878,0,NA,2018-10-01,TRUE
NM,2021-07-01,824,0,NA,2018-10-01,TRUE
NM,2021-08-01,791,0,NA,2018-10-01,TRUE
NM,2021-09-01,778,0,NA,2018-10-01,TRUE
NM,2021-10-01,823,0,NA,2018-10-01,TRUE
NM,2021-11-01,791,0,NA,2018-10-01,TRUE
NM,2021-12-01,704,0,NA,2018-10-01,TRUE
NM,2022-01-01,876,0,NA,2018-10-01,TRUE
NM,2022-02-01,941,0,NA,2018-10-01,TRUE
NM,2022-03-01,938,0,NA,2018-10-01,TRUE
NM,2022-04-01,897,0,NA,2018-10-01,TRUE
NM,2022-05-01,1068,0,NA,2018-10-01,TRUE
NM,2022-06-01,1045,0,NA,2018-10-01,TRUE
NM,2022-07-01,1086,0,NA,2018-10-01,TRUE
NM,2022-08-01,1239,0,NA,2018-10-01,TRUE
NM,2022-09-01,1026,0,NA,2018-10-01,TRUE
NM,2022-10-01,1073,0,NA,2018-10-01,TRUE
NM,2022-11-01,1058,0,NA,2018-10-01,TRUE
NM,2022-12-01,973,0,NA,2018-10-01,TRUE
NM,2023-01-01,124,0,NA,2018-10-01,TRUE
NV,2020-01-01,3036,0,NA,NA,FALSE
NV,2020-02-01,2993,0,NA,NA,FALSE
NV,2020-03-01,1159,0,NA,NA,FALSE
NV,2020-04-01,66,0,NA,NA,FALSE
NV,2020-05-01,115,0,NA,NA,FALSE
NV,2020-06-01,157,0,NA,NA,FALSE
NV,2020-07-01,255,0,NA,NA,FALSE
NV,2020-08-01,565,0,NA,NA,FALSE
NV,2020-09-01,825,0,NA,NA,FALSE
NV,2020-10-01,3309,0,NA,NA,FALSE
NV,2020-11-01,5016,0,NA,NA,FALSE
NV,2020-12-01,2751,0,NA,NA,FALSE
NV,2021-01-01,1832,0,NA,NA,FALSE
NV,2021-02-01,2107,0,NA,NA,FALSE
NV,2021-03-01,2759,0,NA,NA,FALSE
NV,2021-04-01,2087,0,NA,NA,FALSE
NV,2021-05-01,1996,0,NA,NA,FALSE
NV,2021-06-01,4278,0,NA,NA,FALSE
NV,2021-07-01,3489,0,NA,NA,FALSE
NV,2021-08-01,3587,0,NA,NA,FALSE
NV,2021-09-01,3807,0,NA,NA,FALSE
NV,2021-10-01,4255,0,NA,NA,FALSE
NV,2021-11-01,3852,0,NA,NA,FALSE
NV,2021-12-01,4018,0,NA,NA,FALSE
NV,2022-01-01,4257,0,NA,NA,FALSE
NV,2022-02-01,4490,0,NA,NA,FALSE
NV,2022-03-01,4508,0,NA,NA,FALSE
NV,2022-04-01,4017,0,NA,NA,FALSE
NV,2022-05-01,3845,0,NA,NA,FALSE
NV,2022-06-01,5072,0,NA,NA,FALSE
NV,2022-07-01,5115,0,NA,NA,FALSE
NV,2022-08-01,5549,0,NA,NA,FALSE
NV,2022-09-01,5276,0,NA,NA,FALSE
NV,2022-10-01,4927,0,NA,NA,FALSE
NV,2022-11-01,4833,0,NA,NA,FALSE
NV,2022-12-01,5456,0,NA,NA,FALSE
NV,2023-01-01,5476,0,NA,NA,FALSE
NV,2023-02-01,4413,0,NA,NA,FALSE
NV,2023-03-01,4441,0,NA,NA,FALSE
NV,2023-04-01,4133,0,NA,NA,FALSE
NV,2023-05-01,5574,0,NA,NA,FALSE
NV,2023-06-01,5303,0,NA,NA,FALSE
NV,2023-07-01,4940,0,NA,NA,FALSE
NV,2023-08-01,5223,0,NA,NA,FALSE
NV,2023-09-01,4627,0,NA,NA,FALSE
NV,2023-10-01,4739,0,NA,NA,FALSE
NV,2023-11-01,4223,0,NA,NA,FALSE
NV,2023-12-01,4014,0,NA,NA,FALSE
NV,2024-01-01,4746,0,NA,NA,FALSE
NV,2024-02-01,4086,0,NA,NA,FALSE
NV,2024-03-01,3309,0,NA,NA,FALSE
NV,2024-04-01,3860,0,NA,NA,FALSE
NV,2024-05-01,3977,0,NA,NA,FALSE
NV,2024-06-01,4041,0,NA,NA,FALSE
NV,2024-07-01,4983,0,NA,NA,FALSE
NV,2024-08-01,4589,0,NA,NA,FALSE
NV,2024-09-01,4429,0,NA,NA,FALSE
NV,2024-10-01,3231,0,NA,NA,FALSE
NV,2024-11-01,3610,0,NA,NA,FALSE
NV,2024-12-01,4100,0,NA,NA,FALSE
NV,2025-01-01,3911,0,NA,NA,FALSE
NV,2025-02-01,3377,0,NA,NA,FALSE
NV,2025-03-01,3394,0,NA,NA,FALSE
NV,2025-04-01,3428,0,NA,NA,FALSE
NV,2025-05-01,3779,0,NA,NA,FALSE
NV,2025-06-01,3871,0,NA,NA,FALSE
NV,2025-07-01,4244,0,NA,NA,FALSE
NV,2025-08-01,3973,0,NA,NA,FALSE
