egt,att,se,method,t_stat,p_value,ci_lo,ci_hi
40,-0.17247649128639686,0.1519630814029642,TWFE_SunAb,-1.1349894309463018,0.25651427030539387,-0.470318657815935,0.1253656752431413
41,-0.22639377925875015,0.1500166718861107,TWFE_SunAb,-1.5091241287543242,0.13142329857599355,-0.5204210532360896,0.0676334947185892
42,-0.17779911788383693,0.167096299229549,TWFE_SunAb,-1.064051799493087,0.28743228593064046,-0.5053018463236808,0.14970361055600698
43,-0.23872008797241312,0.1605068208129479,TWFE_SunAb,-1.4872893672887193,0.13709431860641622,-0.5533076760388149,0.07586750009398863
44,-0.18929550386146238,0.14883788203324597,TWFE_SunAb,-1.2718234180407066,0.20358212387918825,-0.48101239218184555,0.1024213844589208
45,-0.18921559258820037,0.1501103080227105,TWFE_SunAb,-1.2605103212470494,0.2076307652197252,-0.4834263900209268,0.10499520484452607
46,-0.22155110337964481,0.1572238290031456,TWFE_SunAb,-1.4091445602384622,0.15894619324211548,-0.5297041457372941,0.08660193897800447
47,-0.2602101921556187,0.1601052058953081,TWFE_SunAb,-1.6252450424739384,0.1042661994278383,-0.5740106294477925,0.053590245136555026
48,-0.3318359160190727,0.15872803715303832,TWFE_SunAb,-2.090594213668324,0.036689044772324916,-0.6429371521757633,-0.020734679862382088
49,-0.2977131210957703,0.16092090350574637,TWFE_SunAb,-1.8500587220798148,0.06445089287671996,-0.6131122963266784,0.017686054135137796
50,-0.39628510069473777,0.1681349764176761,TWFE_SunAb,-2.3569462412763995,0.018520778567912642,-0.7258235990148741,-0.0667466023746014
51,-0.407334908367731,0.1621718176841461,TWFE_SunAb,-2.511749046070858,0.012090806959559275,-0.7251858303360531,-0.08948398639940891
52,-0.3449732795470788,0.174281102334111,TWFE_SunAb,-1.9794072617565674,0.04790560453689604,-0.6865579633078758,-0.003388595786281756
53,-0.28732673681195,0.18225536198743952,TWFE_SunAb,-1.5765063572272384,0.11506558470898463,-0.6445406822966417,0.06988720867274179
54,-0.2948676731706104,0.18722880327915795,TWFE_SunAb,-1.5749055060238943,0.11543469641371829,-0.6618293844662946,0.07209403812507381
55,-0.36683494297916597,0.20109357242992693,TWFE_SunAb,-1.8242002394531693,0.06826932665853792,-0.7609711024643193,0.027301216505987436
56,-0.33667671008409383,0.17529389310248908,TWFE_SunAb,-1.9206414104069733,0.05491742247757434,-0.6802464272747866,0.006893007106598847
57,-0.356893980306613,0.19452668756230782,TWFE_SunAb,-1.834678751686954,0.06670014461684745,-0.7381592819606119,0.024371321347385844
58,-0.4159501015962006,0.18632284434699195,TWFE_SunAb,-2.2324160145471494,0.025696600016954774,-0.7811361660133671,-0.050764037179034105
59,-0.35515159894283194,0.20180589399749127,TWFE_SunAb,-1.7598673255165034,0.07858149783306968,-0.7506838830458226,0.04038068516015869
60,-0.3092773101233021,0.2087079667008312,TWFE_SunAb,-1.481866337026944,0.13853168274105995,-0.718337408143516,0.09978278789691175
61,-0.34624993507120944,0.19041641840791337,TWFE_SunAb,-1.8183827737452072,0.06915353813390863,-0.7194592572158294,0.026959387073410446
62,-0.35480797274585074,0.20375782187477415,TWFE_SunAb,-1.7413219746916477,0.08177924212320009,-0.7541659651887356,0.04455001969703404
